Sentence,Entity
Christian Lindner verwirft ursprüngliche Neubaupläne für Finanzministerium: Nach seiner Kritik am Kanzleramt stellt der Finanzminister nun den geplanten Neubau seines eigenen Ministeriums infrage.,Christian Lindner
Blick über den Tagebau Nochten auf das Kohlekraftwerk Boxberg: 2030 wollen die Grünen Schluss machen Ackermann bittet zum Tanz Es ist ein Fehler aufgetreten.,Grüne
"Wir bündeln damit Europas Marktmacht«, sagte der SPD-Politiker. »",SPD
Bundeskanzler Olaf Scholz hat Einblicke in seine Telefonate mit dem russischen Präsidenten Wladimir Putin gegeben.,Olaf Scholz
"Diese Gespräche seien bis zu eineinhalb Stunden lang, berichtete der SPD-Politiker am Montagabend beim Ständehaus-Treff der »Rheinischen Post« in Düsseldorf.",SPD
"Wladimir Putin und Olaf Scholz (am 15. Februar 2022) Seine Gespräche mit Putin seien stets eingebettet in Gespräche mit Deutschlands Verbündeten, und dabei kristallisiere sich heraus, wann ein Austausch anstehe. »",Olaf Scholz
Satellitenaufnahme von russischem Militärgerät in Dschankoj auf der Krim-Halbinsel (2022) Sowjetische Flagge vor Brücke auf der Krim Wolodymyr Selenskyj Wladimir Putin und Olaf Scholz (am 15. Februar 2022)  Martina Navratilova im Juli 2022 in Wimbledon HANNAH MCKAY / REUTERS Der frühere Tennisstar Martina Navratilova ist eigenen Angaben zufolge wieder krebsfrei.,Olaf Scholz
Die Bürgerrechtsorganisation American Civil Liberties Union (ACLU) nannte das Gesetz »entsetzlich« . »,Union
Finanzminister Lindner Mitte März in Brüssel YVES HERMAN / REUTERS Bundesfinanzminister Christian Lindner will nicht an den bisherigen Plänen für einen Erweiterungsbau seines Ministeriums festhalten. »,Christian Lindner
"Es macht daher wenig Sinn, die knappen Flächen für neue Ministerien zu nutzen«, sagte der FDP-Chef der »Bild«-Zeitung. »",FDP
Die Planung wurde 2019 noch vom damaligen Finanzminister und heutigen Bundeskanzler Olaf Scholz in Auftrag gegeben.,Olaf Scholz
Selbstbewusst hatte Polens Regierung den Vortrag Morawieckis in der Aula der Ruprecht-Karls-Universität Heidelberg in die Tradition bedeutender Reden zur Zukunft Europas gestellt – etwa die Europa-Rede des französischen Präsidenten Emmanuel Macron im September 2017 an der Pariser Sorbonne-Universität und jene von Bundeskanzler Olaf Scholz (SPD) im August 2022 an der Karls-Universität in Prag. »,SPD
Selbstbewusst hatte Polens Regierung den Vortrag Morawieckis in der Aula der Ruprecht-Karls-Universität Heidelberg in die Tradition bedeutender Reden zur Zukunft Europas gestellt – etwa die Europa-Rede des französischen Präsidenten Emmanuel Macron im September 2017 an der Pariser Sorbonne-Universität und jene von Bundeskanzler Olaf Scholz (SPD) im August 2022 an der Karls-Universität in Prag. »,Olaf Scholz
Die Europäische Union hat ihre Sanktionen gegen Iran vor diesem Hintergrund bereits zum dritten Mal seit Jahresbeginn verschärft.,Union
Bundesaußenministerin Annalena Baerbock (Grüne) begrüßte das sechste Sanktionspaket.,Grüne
"Grünes Licht aus der Nationalversammlung, in der die Regierung keine absolute Mehrheit hat, schien jedoch unsicher.",Grüne
"Rupert Murdoch (2019): »Ich fürchtete mich davor, mich zu verlieben« Murdoch mit Ex-Partnerin Jerry Hall Melden Sie sich an und diskutieren Sie mit  Will zwölf Milliarden für die Kindergrundsicherung: Familienministerin Lisa Paus Kay Nietfeld / dpa Die Kindergrundsicherung ist ein zentrales sozialpolitisches Projekt der Ampel – Familienministerin Lisa Paus (Grüne) hat dafür einen Zusatzbedarf von zwölf Milliarden Euro angemeldet.",Grüne
"Rupert Murdoch (2019): »Ich fürchtete mich davor, mich zu verlieben« Murdoch mit Ex-Partnerin Jerry Hall Melden Sie sich an und diskutieren Sie mit  Will zwölf Milliarden für die Kindergrundsicherung: Familienministerin Lisa Paus Kay Nietfeld / dpa Die Kindergrundsicherung ist ein zentrales sozialpolitisches Projekt der Ampel – Familienministerin Lisa Paus (Grüne) hat dafür einen Zusatzbedarf von zwölf Milliarden Euro angemeldet.",Ampel
"Rupert Murdoch (2019): »Ich fürchtete mich davor, mich zu verlieben« Murdoch mit Ex-Partnerin Jerry Hall Melden Sie sich an und diskutieren Sie mit  Will zwölf Milliarden für die Kindergrundsicherung: Familienministerin Lisa Paus Kay Nietfeld / dpa Die Kindergrundsicherung ist ein zentrales sozialpolitisches Projekt der Ampel – Familienministerin Lisa Paus (Grüne) hat dafür einen Zusatzbedarf von zwölf Milliarden Euro angemeldet.",Lisa Paus
"FDP-Finanzminister Christian Lindner (FDP) hält das Projekt in diesem Umfang für zu teuer, auch deshalb stocken die Etatverhandlungen .",FDP
"FDP-Finanzminister Christian Lindner (FDP) hält das Projekt in diesem Umfang für zu teuer, auch deshalb stocken die Etatverhandlungen .",Christian Lindner
Nun stellen sich mehrere SPD-Abgeordnete an Paus’ Seite. »,SPD
"Das ist mehr als eine bloße Verwaltungsreform und wird natürlich zusätzliches Geld kosten«, sagte der SPD-Bundestagsabgeordnete Erik von Malottki dem SPIEGEL. »",SPD
"Jessica Rosenthal, Juso-Vorsitzende und Bundestagsabgeordnete Ähnlich sieht es der SPD-Bundestagsabgeordnete Sebastian Roloff. »",SPD
"Auch Leni Breymaier, familienpolitische Sprecherin der SPD-Fraktion, sieht größeren Änderungsbedarf im aktuellen System. »",SPD
"Auch Leni Breymaier, familienpolitische Sprecherin der SPD-Fraktion, sieht größeren Änderungsbedarf im aktuellen System. »",SPD-Fraktion
Die FDP versucht wichtige Teile der Reform hinten runterfallen zu lassen.,FDP
Die Einführung der neuen Kindergrundsicherung muss Priorität für die Ampel haben.«,Ampel
Es ist eine rote Linie für mich und für viele in der SPD.«,SPD
Will zwölf Milliarden für die Kindergrundsicherung: Familienministerin Lisa Paus Kay Nietfeld / dpa Melden Sie sich an und diskutieren Sie mit  Sie können den Artikel leider nicht mehr aufrufen.,Lisa Paus
Grüne fordern EM-Ausschluss für Belarus: Belarus soll wie Russland weder an den Qualifikationsspielen noch an der EM-Endrunde 2024 teilnehmen dürfen: Das fordern Grünenabgeordnete nach SPIEGEL-Informationen in einem Brief an die Uefa .,Grüne
"Wie hell die französischen Städte Toulouse und Tarbes strahlen, zeigt eine Aufnahme des Observatoriums auf dem Pic du Midi de Bigorre Visualisierung von Weltraumschrott im Erdorbit Melden Sie sich an und diskutieren Sie mit  Kohlekraftwerk Lippendorf der Leag in Sachsen Führer als geplant möchte die Grünen-Bundestagsfraktion den Kohleausstieg im Osten erreichen.",Grüne
Im Streit um einen vorgezogenen Kohleausstieg hat der Konzernbetriebsrat des Energiekonzerns Leag nun seine Teilnahme an der Klausurtagung der Grünen-Bundestagsfraktion abgesagt.,Grüne
"Grund ist, dass die Grünen den Kohleausstieg auch im Osten um acht Jahre auf 2030 vorziehen wollen.",Grüne
"Im Brief des Betriebsratsvorsitzenden Uwe Teubner und seines Stellvertreters Toralf Smith heißt es, die Grünen hätten den Konzernbetriebsrat zum Punkt »Strukturwandel« eingeladen, unter dem dieser berichten sollte, wie er gelingen könnte. »",Grüne
Die Fraktionsvorsitzende Katharina Dröge reagierte mit Bedauern. »,Katharina Dröge
"In einer Beschlussvorlage für die Klausurtagung der Grünenfraktion heißt es, ein Kohleausstieg auch im Osten im Jahr 2030 wäre ein »notwendiger Schritt, um die Klimaziele zu erreichen«.",Grüne
"In einer Beschlussvorlage für die Klausurtagung der Grünenfraktion heißt es, ein Kohleausstieg auch im Osten im Jahr 2030 wäre ein »notwendiger Schritt, um die Klimaziele zu erreichen«.",Grünenfraktion
"Im Koalitionsvertrag hatten SPD, Grüne und FDP vereinbart, den Kohleausstieg »idealerweise« um acht Jahre auf 2030 vorzuziehen.",SPD
"Im Koalitionsvertrag hatten SPD, Grüne und FDP vereinbart, den Kohleausstieg »idealerweise« um acht Jahre auf 2030 vorzuziehen.",Grüne
"Im Koalitionsvertrag hatten SPD, Grüne und FDP vereinbart, den Kohleausstieg »idealerweise« um acht Jahre auf 2030 vorzuziehen.",FDP
"Bundeswirtschaftsminister Robert Habeck (Grüne) hatte sich bereits für einen vorgezogenen Kohleausstieg im Osten ausgesprochen, aber versichert, dass dies im Konsens vereinbart werden müsse.",Grüne
"Bundeswirtschaftsminister Robert Habeck (Grüne) hatte sich bereits für einen vorgezogenen Kohleausstieg im Osten ausgesprochen, aber versichert, dass dies im Konsens vereinbart werden müsse.",Robert Habeck
"Ob die Ampelpartner SPD und FDP mitspielen, ist offen.",SPD
"Ob die Ampelpartner SPD und FDP mitspielen, ist offen.",FDP
"Ob die Ampelpartner SPD und FDP mitspielen, ist offen.",Ampel
"Der neue Supermarkt am Rande Nairobis ist ein Politikum, viele Kenianerinnen und Kenianer sehen ihn als düsteres Zeichen einer schleichenden chinesischen Kolonialisierung, andere freuen sich einfach über günstige Wischmopps, BHs und eben Teppiche.",Kenia
Oder: »Wir müssen die neue Kolonialisierung Kenias verhindern!«,Kenia
"Doch auch die Händlerinnen und Händler in der Innenstadt gelten als politische Macht, sie gehören mehrheitlich der ethnischen Gruppe der Kikuyu an, die in Kenia Wahlen entscheidet.",Kenia
"David Njoroge wehrt sich gegen die neue Konkurrenz aus China Zunächst mit Erfolg: Der Handels- und Industrieminister sah sich unter Druck, twitterte: »Chinesische Investoren sind in Kenia willkommen, aber als Hersteller, nicht als Händler.«",Kenia
"German Finance Minister Christian Lindner is unhappy with the European Commission’s plan to already apply new rules in 2024, even though they haven’t even been agreed on yet.",Christian Lindner
"Die neue UBS ist ein weiteres massives Risiko«, sagte Roger Nordmann, Fraktionsführer der Sozialdemokraten (SP) im Parlament.",Sozialdemokraten
"Die liberale FDP begrüßte angesichts der dramatischen Entwicklung und der möglichen unabsehbaren Folgen zwar die Übernahme der Credit Suisse, sprach aber von einem schwarzen Tag für das Land. »",FDP
"Bundeskanzler Olaf Scholz (SPD) hatte vergangene Woche bei seiner Regierungserklärung im Bundestag anklingen lassen, dass er ein nationales Vorgehen bevorzugt.",SPD
"Bundeskanzler Olaf Scholz (SPD) hatte vergangene Woche bei seiner Regierungserklärung im Bundestag anklingen lassen, dass er ein nationales Vorgehen bevorzugt.",Olaf Scholz
"Bundesaußenministerin Annalena Baerbock (Grüne) sagte, Deutschland gehe mit der Lieferung von Munition für den Flugabwehrpanzer Gepard voran.",Grüne
Oststeinbek: Gesprengter Geldautomat  Krabbenkutter in der Nordsee (Archivbild): Ökologische Schäden durch Grundschleppnetze Bundeslandwirtschaftsminister Cem Özdemir (Grüne) hat einen Aktionsplan der EU-Kommission zur Einschränkung der Fischerei mit Grundschleppnetzen zurückgewiesen.,Grüne
Oststeinbek: Gesprengter Geldautomat  Krabbenkutter in der Nordsee (Archivbild): Ökologische Schäden durch Grundschleppnetze Bundeslandwirtschaftsminister Cem Özdemir (Grüne) hat einen Aktionsplan der EU-Kommission zur Einschränkung der Fischerei mit Grundschleppnetzen zurückgewiesen.,Cem Özdemir
Und der Chef der Grünen Jugend Timon Dzienus klagte: »Klimabilanz 2022: Grund zur Sorge!,Grüne
"Oder ist CO₂ immer dann schlimmer, wenn und weil es aus dem Verantwortungsbereich eines FDP-Ministers stammt?",FDP
"Diese Erhöhungen sind möglich, weil der Arbeitsmarkt in guter Verfassung ist und die Löhne steigen«, sagte Arbeitsminister Hubertus Heil.",Hubertus Heil
"Insgesamt sollen 240 Millionen Euro mobilisiert werden, wie Außenministerin Annalena Baerbock (Grüne) vor einer internationalen Geberkonferenz in Brüssel ankündigte.",Grüne
Konkret will Ressortchefin Lisa Paus unter anderem in eine verlässliche und gute Kinderbetreuungsinfrastruktur investieren und die Kindergrundsicherung weiterverfolgen. »,Lisa Paus
"Das sind die Punkte, wo der Schuh für die Familien am meisten drückt«, sagte die Grünenpolitikerin.",Grüne
Mit der Kindergrundsicherung will die Ampelkoalition Leistungen vom Kindergeld über den Kinderzuschlag bis hin zur finanziellen Unterstützung für Klassenfahrten in einer Kindergrundsicherung bündeln und künftig mehr Berechtigte mit den Leistungen erreichen.,Ampelkoalition
Mit der Kindergrundsicherung will die Ampelkoalition Leistungen vom Kindergeld über den Kinderzuschlag bis hin zur finanziellen Unterstützung für Klassenfahrten in einer Kindergrundsicherung bündeln und künftig mehr Berechtigte mit den Leistungen erreichen.,Ampel
Die von Paus geplante Kindergrundsicherung ist allerdings wegen ihrer Kosten in der Ampelkoalition umstritten.,Ampelkoalition
Die von Paus geplante Kindergrundsicherung ist allerdings wegen ihrer Kosten in der Ampelkoalition umstritten.,Ampel
"Ziel der bereits im Koalitionsvertrag der Ampel angekündigten Novelle ist es, die Arbeitsbedingungen in der Wissenschaft zu verbessern.",Ampel
Aus Sicht der Professorinnen und Professoren führe der Vorschlag aus dem Haus von Forschungsministerin Bettina Stark-Watzinger zu einer »Verschlimmbesserung«.,Bettina Stark-Watzinger
"Barack Obama bei einer Wahlkampfveranstaltung am 2. November 2022 Melden Sie sich an und diskutieren Sie mit  Außenministerin Baerbock (Grüne): »Wichtig, dass es eine europäische Seenotrettung gibt« Seit dem Ende der EU-Seenotrettungsmission Sophia im Jahr 2019 ist die Suche und Bergung von havarierten Flüchtlingsbooten im Mittelmeer vor allem Sache von Hilfsorganisationen.",Grüne
Bundesaußenministerin Annalena Baerbock (Grüne) unternimmt nun einen neuen Vorstoß für eine europäische Rettungsmission. »,Grüne
"Außenministerin Baerbock (Grüne): »Wichtig, dass es eine europäische Seenotrettung gibt« Melden Sie sich an und diskutieren Sie mit  Carlos Alcaraz ist derzeit voller Selbstvertrauen Carlos Alcaraz hat zum ersten Mal in seiner Karriere das Masters in Indian Wells gewonnen und wird wieder die Nummer eins der Tennis-Weltrangliste der Männer.",Grüne
Kackhaufen-Emoji: Offenbar genau der Humor eines Multimilliardärs Melden Sie sich an und diskutieren Sie mit  Hattenhofen im Landkreis Göppingen In Hattenhofen in Baden-Württemberg ist nach Angaben des Landrats ein FDP-Kommunalpolitiker durch mehrere Schüsse verletzt worden.,FDP
Laut SWR  und »Südwest Presse«  handelt es sich bei dem angeschossenen FDP-Kreispolitiker um Georg Gallus junior.,FDP
"Zuletzt hatte Bundesbildungsministerin Bettina Stark-Watzinger (FDP) angekündigt, am heutigen Montag nach Taiwan zu reisen.",Bettina Stark-Watzinger
"Zuletzt hatte Bundesbildungsministerin Bettina Stark-Watzinger (FDP) angekündigt, am heutigen Montag nach Taiwan zu reisen.",FDP
Nach zahlreichen Genossinnen und Genossen Wagenknechts hat sich nun auch der ehemalige Parteichef Bernd Riexinger klar positioniert. »,Genossen
Nach zahlreichen Genossinnen und Genossen Wagenknechts hat sich nun auch der ehemalige Parteichef Bernd Riexinger klar positioniert. »,Genossinnen
"Die Linken-Bundestagsabgeordnete hatte dem ZDF in einem Interview gesagt, dass sie über die Gründung einer eigenen Partei nachdenke und bis Jahresende darüber entscheiden wolle. »",Die Linke
"Die Linken-Bundestagsabgeordnete hatte dem ZDF in einem Interview gesagt, dass sie über die Gründung einer eigenen Partei nachdenke und bis Jahresende darüber entscheiden wolle. »",Die Linken
"Anzukündigen, dass man im Verlauf der nächsten Monate über die Bildung einer konkurrierenden Partei entscheiden will, ist verantwortungslos«, hatten die Parteivorsitzenden Janine Wissler und Martin Schirdewan etwa am Samstag erklärt.",Janine Wissler
"Anzukündigen, dass man im Verlauf der nächsten Monate über die Bildung einer konkurrierenden Partei entscheiden will, ist verantwortungslos«, hatten die Parteivorsitzenden Janine Wissler und Martin Schirdewan etwa am Samstag erklärt.",Martin Schirdewan
"Bereits am vergangenen Donnerstag hatte Bundeskanzler Olaf Scholz (SPD) bei einem Besuch Netanyahus in Berlin gesagt, er sehe die Justizreform in Israel mit »großer Sorge«.",SPD
"Bereits am vergangenen Donnerstag hatte Bundeskanzler Olaf Scholz (SPD) bei einem Besuch Netanyahus in Berlin gesagt, er sehe die Justizreform in Israel mit »großer Sorge«.",Olaf Scholz
"Und ob die Bundesregierung, ob vor allem Olaf Scholz die nötige Entschlossenheit an den Tag legt.",Olaf Scholz
Allerdings gibt es sogar aus der oppositionellen Liberalen Partei Signale für Unterstützung eines Verbots.,Liberale
Für die Liberalen haben die Vorfälle des Wochenendes ohnehin ein parteiinternes Nachspiel.,Liberale
Genützt hat ihr das wenig: Die Liberalen haben ein Parteiausschlussverfahren gegen Deeming angestoßen. »,Liberale
Genützt hat ihr das wenig: Die Liberalen haben ein Parteiausschlussverfahren gegen Deeming angestoßen. »,Die Liberalen
"Exequiel Palacios war zweimal per Strafstoß erfolgreich Amine Adli im Zwiegespräch mit Tobias Stieler Melden Sie sich an und diskutieren Sie mit  Mehr fördern, weniger fordern: Ministerpräsidentin Manuela Schwesig Mecklenburg-Vorpommerns Ministerpräsidentin Manuela Schwesig (SPD) hat die Pläne von Wirtschaftsminister Robert Habeck (Grüne) für ein Verbot neuer Öl- und Gasheizungen ab 2024 kritisiert. »",SPD
