Sentence,Entity,predicted_label
Auch Niedersachsens Ministerpräsident Stephan Weil (SPD) kritisierte Habecks Pläne.,Stephan Weil,1
Nach einer Übereinkunft der Ampelkoalition aus dem Frühjahr 2022 soll von 2024 an möglichst jede neu eingebaute Heizung zu 65 Prozent mit erneuerbaren Energien betrieben werden.,Ampelkoalition,2
Nach einer Übereinkunft der Ampelkoalition aus dem Frühjahr 2022 soll von 2024 an möglichst jede neu eingebaute Heizung zu 65 Prozent mit erneuerbaren Energien betrieben werden.,Ampel,2
Wirtschaftsminister Robert Habeck (Grüne) hat ein Hilfsprogramm zugesagt.,Grüne,2
Wirtschaftsminister Robert Habeck (Grüne) hat ein Hilfsprogramm zugesagt.,Robert Habeck,2
Gegen einen ersten Gesetzentwurf aus dem Wirtschafts- und dem Bauministerium gibt es Widerstand auch vom Koalitionspartner FDP.,FDP,2
"Der Parlamentarische Staatssekretär im Wirtschaftsministerium, Stefan Wenzel (Grüne), warnte vor Panikkäufen. »",Grüne,1
"Mehr fördern, weniger fordern: Ministerpräsidentin Manuela Schwesig Melden Sie sich an und diskutieren Sie mit  Wieder Stillstand: Bestreikte Stadtbahn der hannoverschen Verkehrsbetriebe Üstra (Bild vom 14. März) Wer normalerweise mit »Öffis« unterwegs ist, muss sich zum Wochenbeginn vielerorts Alternativen suchen: In einer Reihe von Städten in NRW werden am Montag und Dienstag kommunale Nahverkehrsbetriebe bestreikt.",Manuela Schwesig,2
"Wir wollen mit einem Rabatt von zehn Prozent auf das Deutschlandticket die Attraktivität des Angebotes steigern und den Erhalt der Solidarmodelle ermöglichen«, begründete Wirtschaftsminister Martin Dulig (SPD) den Vorschlag am Sonntag.",SPD,2
"An der Veranstaltung in Mailand nahm unter anderem Elly Schlein teil, die neue Vorsitzende der italienischen Sozialdemokraten. »",Sozialdemokraten,2
"Nein gegen Giorgia Meloni, Ja zu Toleranz: Regenbogen-Demonstration in Mailand »Alle Familien sind schön«: Protestplakat in Mailand Melden Sie sich an und diskutieren Sie mit  Bundestagspräsidentin Bärbel Bas (SPD) Sie können den Artikel leider nicht mehr aufrufen.",SPD,1
"Nein gegen Giorgia Meloni, Ja zu Toleranz: Regenbogen-Demonstration in Mailand »Alle Familien sind schön«: Protestplakat in Mailand Melden Sie sich an und diskutieren Sie mit  Bundestagspräsidentin Bärbel Bas (SPD) Sie können den Artikel leider nicht mehr aufrufen.",Bärbel Bas,1
Bundestagspräsidentin Bärbel Bas (SPD) Melden Sie sich an und diskutieren Sie mit  Zu 95 Prozent liefen dünne Models auf den Laufstegen der letzten Fashionweeks Victor Virgile / Getty Images; Giovanni Giannoni / Getty Images Sie können den Artikel leider nicht mehr aufrufen.,SPD,2
Bundestagspräsidentin Bärbel Bas (SPD) Melden Sie sich an und diskutieren Sie mit  Zu 95 Prozent liefen dünne Models auf den Laufstegen der letzten Fashionweeks Victor Virgile / Getty Images; Giovanni Giannoni / Getty Images Sie können den Artikel leider nicht mehr aufrufen.,Bärbel Bas,2
Zu 95 Prozent liefen dünne Models auf den Laufstegen der letzten Fashionweeks Victor Virgile / Getty Images; Giovanni Giannoni / Getty Images Melden Sie sich an und diskutieren Sie mit  Union-Kapitän Rani Khedira brachte Union in Führung Filip Singer / EPA Es war das Duell der zwei Europacup-Enttäuschten aus der Vorwoche.,Union,2
"Union Berlin war in der Europa League beim belgischen Klub Union Saint-Gilloise ausgeschieden, Eintracht Frankfurt war in der Champions League bei Napoli chancenlos gewesen.",Union,2
Dabei konnte Union sich auf seine Heimstärke im Stadion an der Alten Försterei und auf seine Standardsituationen verlassen.,Union,2
"Mit dem 2:0(0:0)-Sieg klettert Union, das auch im zwölften Heimspiel der Saison unbesiegt blieb, auf Platz drei, Frankfurt stagniert und bleibt Sechster.",Union,2
Aber so sehr er und seine Nebenleute sich auch bis vors Tor durchspielten – am Ende waren immer noch ein Abwehrbein von Union oder der starke Torwart Frederik Rönnow im Wege.,Union,2
"Union verlegte sich auf Konter, blieb auch vor heimischer Kulisse passiv, nichts Ungewöhnliches für die Spielweise der Elf von Urs Fischer.",Union,1
"Die Eintracht drängte danach auf den Ausgleich, Union lauerte auf Tempogegenstöße aus der eigenen Abwehr, es ist das Spiel, wie es die Berliner lieben.",Union,1
"Union-Kapitän Rani Khedira brachte Union in Führung Filip Singer / EPA Melden Sie sich an und diskutieren Sie mit  Dauerstreit: In Indien scheitern westliche Pharmakonzerne regelmäßig mit ihren Ansprüchen Ärzte ohne Grenzen (MSF) warnt vor einem Freihandelsabkommen, über das die Europäische Union mit Indien verhandelt.",Union,1
"Letzte Generation Stopp vor dem Sicherheitsglas: Ein Wachmann der Kunsthalle hindert die Aktivistinnen daran, das Originalbild zu überkleben Idyll in Flammen: Waldbrand im Nationalpark Sächsische Schweiz Ende Juli 2022 Melden Sie sich an und diskutieren Sie mit  Bringt russische Botschaft gegen sich auf: Justizminister Marco Buschmann (FDP) Nach dem Haftbefehl des Internationalen Strafgerichtshofs (IStGH) gegen den russischen Präsidenten Wladimir Putin hat Bundesjustizminister Marco Buschmann die Bedeutung der Entscheidung für Deutschland erläutert. »",FDP,1
"Letzte Generation Stopp vor dem Sicherheitsglas: Ein Wachmann der Kunsthalle hindert die Aktivistinnen daran, das Originalbild zu überkleben Idyll in Flammen: Waldbrand im Nationalpark Sächsische Schweiz Ende Juli 2022 Melden Sie sich an und diskutieren Sie mit  Bringt russische Botschaft gegen sich auf: Justizminister Marco Buschmann (FDP) Nach dem Haftbefehl des Internationalen Strafgerichtshofs (IStGH) gegen den russischen Präsidenten Wladimir Putin hat Bundesjustizminister Marco Buschmann die Bedeutung der Entscheidung für Deutschland erläutert. »",Marco Buschmann,1
"Ich rechne damit, dass der IStGH zügig auf Interpol sowie die Vertragsstaaten zugehen und sie um Vollstreckung ersuchen wird«, sagte der FDP-Politiker der »Bild am Sonntag«. »",FDP,2
Bringt russische Botschaft gegen sich auf: Justizminister Marco Buschmann (FDP) Melden Sie sich an und diskutieren Sie mit  Aufnahme aus dem russischen Fernsehen: Putin in Mariupol Die ukrainische Regierung hat den Besuch von Kremlchef Wladimir Putin in der von Russland besetzten ukrainischen Hafenstadt Mariupol scharf verurteilt. »,FDP,1
Bringt russische Botschaft gegen sich auf: Justizminister Marco Buschmann (FDP) Melden Sie sich an und diskutieren Sie mit  Aufnahme aus dem russischen Fernsehen: Putin in Mariupol Die ukrainische Regierung hat den Besuch von Kremlchef Wladimir Putin in der von Russland besetzten ukrainischen Hafenstadt Mariupol scharf verurteilt. »,Marco Buschmann,1
"Mehrere prominente Jüdinnen und Juden, unter ihnen Meron Mendel , Direktor der Frankfurter Bildungsstätte Anne Frank, die US-Historikerin Natalie Zemon Davis und der Grünenpolitiker Jerzy Montag hatten sich dagegen hinter das Metropol-Theater gestellt.",Grüne,2
"China und die Europäische Union haben sich längst von Glühlampen verabschiedet, die EU seit 2012. In dieser Zeit sanken Preise und Stromverbrauch für LED nach Angaben der EU-Kommission um mehr als drei Viertel, zudem müssen die Endkundinnen und Endkunden nur noch selten neue Leuchtmittel kaufen.",Union,2
Melden Sie sich an und diskutieren Sie mit  Dennis Thering und Christoph Ploß auf der gemeinsamen Pressekonferenz in Hamburg Die Hamburger CDU hat einen geplanten Wechsel an ihrer Spitze bekannt gegeben.,CDU,2
Thering war nach der Wahlschlappe der CDU bei der Bürgerschaftswahl im Februar 2020 zum Fraktionsvorsitzenden gewählt worden.,CDU,2
"Er werde weiterhin Bundestagsabgeordneter, Vorsitzender der Landesgruppe der CDU im Deutschen Bundestag und Vorsitzender der CDU Hamburg-Nord bleiben, kündigte Ploß an. »",CDU,2
"In seiner Rede sagt er mit Blick auf eine anstehende Gesetzesänderung, »dass E-Fuels, dass klimaneutrale Kraftstoffe, dass E-Diesel« in Zukunft an Tankstellen vertrieben werden könnten: »Wir sind eines der letzten Länder in der Europäischen Union, in denen das nicht möglich ist.«",Union,2
"Auf Nachfrage des Abgeordneten Stefan Gelbhaar von den Grünen, in welchen Ländern denn »tatsächlich E-Fuels getankt werden?«,",Grüne,2
"Knapp eine Woche nach seinem Auftritt im Bundestag, als seine missglückte Rede auf Twitter schon weite Kreise gezogen hatte, postete Ploß eine Grafik  auf Twitter: »Ein Servicetweet für Stefan Gelbhaar und die Grünen«, schrieb er dazu.",Grüne,2
"Geht es nach Justizminister Marco Buschmann, sollten die Deutschen bei der Wahl des Nachnamens jedenfalls künftig wieder mehr Entscheidungsspielraum haben. »",Marco Buschmann,2
"Gerade bei der Frage der Doppelnamen ist das geltende Recht viel zu restriktiv«, sagte der FDP-Politiker der Nachrichtenagentur dpa.",FDP,2
"Zwar hat sich die Ampelregierung in ihrem Koalitionsvertrag noch weitere Änderungen vorgenommen, die das familiäre Zusammenleben betreffen.",Ampel,2
"Zwar hat sich die Ampelregierung in ihrem Koalitionsvertrag noch weitere Änderungen vorgenommen, die das familiäre Zusammenleben betreffen.",Ampelregierung,2
"Die FDP-Fraktion hatte schon in der zurückliegenden Legislaturperiode – damals noch in der Opposition – einen Entwurf  für eine Liberalisierung des Namensrechts vorgelegt, der bei Sachverständigen auf breite Unterstützung stieß.",FDP,2
"Die FDP-Fraktion hatte schon in der zurückliegenden Legislaturperiode – damals noch in der Opposition – einen Entwurf  für eine Liberalisierung des Namensrechts vorgelegt, der bei Sachverständigen auf breite Unterstützung stieß.",FDP-Fraktion,2
"Deshalb habe sich die Ampelregierung ambitionierte Reformen vorgenommen: im Namensrecht, im Abstammungsrecht, im Kindschaftsrecht und im Unterhaltsrecht. »",Ampel,2
"Deshalb habe sich die Ampelregierung ambitionierte Reformen vorgenommen: im Namensrecht, im Abstammungsrecht, im Kindschaftsrecht und im Unterhaltsrecht. »",Ampelregierung,2
"Bei mehreren aktuellen Gesetzesvorhaben bekam Buschmann zuletzt Gegenwind – etwa von Umweltministerin Steffi Lemke (Grüne), mit der er eine Einigung zum Verbandsklagerecht anstrebt, und von Bundesinnenministerin Nancy Faeser (SPD), die seinen Vorschlag für eine Alternative zur Vorratsdatenspeicherung nicht überzeugend findet und Risiken bei der Verbrechensbekämpfung sieht.",SPD,2
"Bei mehreren aktuellen Gesetzesvorhaben bekam Buschmann zuletzt Gegenwind – etwa von Umweltministerin Steffi Lemke (Grüne), mit der er eine Einigung zum Verbandsklagerecht anstrebt, und von Bundesinnenministerin Nancy Faeser (SPD), die seinen Vorschlag für eine Alternative zur Vorratsdatenspeicherung nicht überzeugend findet und Risiken bei der Verbrechensbekämpfung sieht.",Grüne,2
"Bei mehreren aktuellen Gesetzesvorhaben bekam Buschmann zuletzt Gegenwind – etwa von Umweltministerin Steffi Lemke (Grüne), mit der er eine Einigung zum Verbandsklagerecht anstrebt, und von Bundesinnenministerin Nancy Faeser (SPD), die seinen Vorschlag für eine Alternative zur Vorratsdatenspeicherung nicht überzeugend findet und Risiken bei der Verbrechensbekämpfung sieht.",Nancy Faeser,2
"Bei mehreren aktuellen Gesetzesvorhaben bekam Buschmann zuletzt Gegenwind – etwa von Umweltministerin Steffi Lemke (Grüne), mit der er eine Einigung zum Verbandsklagerecht anstrebt, und von Bundesinnenministerin Nancy Faeser (SPD), die seinen Vorschlag für eine Alternative zur Vorratsdatenspeicherung nicht überzeugend findet und Risiken bei der Verbrechensbekämpfung sieht.",Steffi Lemke,2
Dennoch ist Bundesumweltministerin Steffi Lemke kategorisch gegen eine abermalige Verlängerung der Atomlaufzeiten in Deutschland. »,Steffi Lemke,2
"Es bleibt beim Atomausstieg Mitte April«, sagte die Grünenpolitikerin den Zeitungen der Funke Mediengruppe . »",Grüne,2
"Wegen der schwierigen Energielage infolge des Kriegs Russlands gegen die Ukraine wurde die Abschaltung der letzten Atomkraftwerke auf den 15. April verschoben – per Machtwort des Bundeskanzlers, der damit einen koalitionsinternen Streit zwischen Grünen und FDP vorerst beendete.",Grüne,1
"Wegen der schwierigen Energielage infolge des Kriegs Russlands gegen die Ukraine wurde die Abschaltung der letzten Atomkraftwerke auf den 15. April verschoben – per Machtwort des Bundeskanzlers, der damit einen koalitionsinternen Streit zwischen Grünen und FDP vorerst beendete.",FDP,1
"Mit Lukas Köhler hatte zuletzt der FDP-Fraktionsvize im Bundestag vor einem zu raschen Rückbau der drei AKW gewarnt, die nun Mitte April abgeschaltet werden sollen.",FDP,1
"Mit Lukas Köhler hatte zuletzt der FDP-Fraktionsvize im Bundestag vor einem zu raschen Rückbau der drei AKW gewarnt, die nun Mitte April abgeschaltet werden sollen.",FDP-Fraktion,1
"Während die FDP für eine weitere Nutzung der Atomkraft eintritt, ist dies für Grüne und SPD ein Tabu.",SPD,2
"Während die FDP für eine weitere Nutzung der Atomkraft eintritt, ist dies für Grüne und SPD ein Tabu.",Grüne,2
"Während die FDP für eine weitere Nutzung der Atomkraft eintritt, ist dies für Grüne und SPD ein Tabu.",FDP,2
Rötelmäuse können das Hantavirus übertragen Melden Sie sich an und diskutieren Sie mit  Henrique Schneider ist unter anderem für die AfD als Gutachter tätig gewesen AfD-Fraktion Bundestag / YouTube Sie können den Artikel leider nicht mehr aufrufen.,AfD,2
Rötelmäuse können das Hantavirus übertragen Melden Sie sich an und diskutieren Sie mit  Henrique Schneider ist unter anderem für die AfD als Gutachter tätig gewesen AfD-Fraktion Bundestag / YouTube Sie können den Artikel leider nicht mehr aufrufen.,AfD-Fraktion,2
"Henrique Schneider ist unter anderem für die AfD als Gutachter tätig gewesen AfD-Fraktion Bundestag / YouTube Melden Sie sich an und diskutieren Sie mit  Niedersachsens Ministerpräsiden Weil: »Leute bestellen jetzt panisch neue Gas- und Ölheizungen« Der sozialdemokratische Ministerpräsident von Niedersachsen, Stephan Weil, hat sich gegen die Pläne von Wirtschaftsminister Habeck gestellt, der den Einbau neuer Öl- und Gasheizungen ab 2024 de facto verbieten will. »",Stephan Weil,1
"Henrique Schneider ist unter anderem für die AfD als Gutachter tätig gewesen AfD-Fraktion Bundestag / YouTube Melden Sie sich an und diskutieren Sie mit  Niedersachsens Ministerpräsiden Weil: »Leute bestellen jetzt panisch neue Gas- und Ölheizungen« Der sozialdemokratische Ministerpräsident von Niedersachsen, Stephan Weil, hat sich gegen die Pläne von Wirtschaftsminister Habeck gestellt, der den Einbau neuer Öl- und Gasheizungen ab 2024 de facto verbieten will. »",AfD,1
"Henrique Schneider ist unter anderem für die AfD als Gutachter tätig gewesen AfD-Fraktion Bundestag / YouTube Melden Sie sich an und diskutieren Sie mit  Niedersachsens Ministerpräsiden Weil: »Leute bestellen jetzt panisch neue Gas- und Ölheizungen« Der sozialdemokratische Ministerpräsident von Niedersachsen, Stephan Weil, hat sich gegen die Pläne von Wirtschaftsminister Habeck gestellt, der den Einbau neuer Öl- und Gasheizungen ab 2024 de facto verbieten will. »",AfD-Fraktion,1
"Er könne es verstehen, wenn Hausbesitzer angesichts neuer Klimaschutzvorgaben nun Angst bekämen, sagte SPD-Politiker Weil der Zeitung. »",SPD,1
"Von Grünenpolitiker Habeck, der in Berlin in einer Ampelkoalition mit der SPD regiert, erhofft sich Weil dringend einen Austausch mit der Bau- und Wohnungswirtschaft, den Heizungsmonteuren und der Energiewirtschaft.",SPD,2
"Von Grünenpolitiker Habeck, der in Berlin in einer Ampelkoalition mit der SPD regiert, erhofft sich Weil dringend einen Austausch mit der Bau- und Wohnungswirtschaft, den Heizungsmonteuren und der Energiewirtschaft.",Grüne,2
"Von Grünenpolitiker Habeck, der in Berlin in einer Ampelkoalition mit der SPD regiert, erhofft sich Weil dringend einen Austausch mit der Bau- und Wohnungswirtschaft, den Heizungsmonteuren und der Energiewirtschaft.",Ampelkoalition,2
"Von Grünenpolitiker Habeck, der in Berlin in einer Ampelkoalition mit der SPD regiert, erhofft sich Weil dringend einen Austausch mit der Bau- und Wohnungswirtschaft, den Heizungsmonteuren und der Energiewirtschaft.",Ampel,2
"Stephan Weil Anfang März war ein Referentenentwurf des Bundeswirtschafts- und Bundesbauministeriums bekannt geworden, wonach bereits ab 2024 neu eingebaute Heizungen zu mindestens 65 Prozent aus erneuerbaren Energien betrieben werden müssen.",Stephan Weil,2
Der Plan aus den von Grünen und SPD geführten Häusern ist auch innerhalb der Koalition umstritten.,SPD,2
Der Plan aus den von Grünen und SPD geführten Häusern ist auch innerhalb der Koalition umstritten.,Grüne,2
"Der FDP geht dies zu weit, sie will den Entwurf daher stoppen.",FDP,2
"Im Koalitionsvertrag der Ampel war als Jahr für das Ziel ursprünglich 2025 vereinbart worden, wegen des Ukrainekriegs soll es jedoch möglichst vorgezogen werden.",Ampel,2
"Anzukündigen, dass man im Verlauf der nächsten Monate über die Bildung einer konkurrierenden Partei entscheiden will, ist verantwortungslos«, erklärten die Parteivorsitzenden Janine Wissler und Martin Schirdewan am Samstagabend. »",Janine Wissler,1
